category,region,amount,quantity
Clothing,East,967.9975765,36
Clothing,East,558.8624628,50
Electronics,East,519.7029457,98
Books,North,282.2049087,86
Books,West,17.38998636,44
Electronics,South,755.8147684,86
Electronics,East,189.421964,59
Food,South,189.1124871,71
Books,North,801.4795973,51
Food,East,400.6426236,22
Books,East,39.707614,41
Books,East,545.2545831,29
Clothing,North,351.3045416,38
Clothing,West,527.9222404,65
Clothing,West,554.3353152,86
Electronics,South,702.8407937,35
Electronics,North,11.61267349,79
Electronics,West,631.5044187,63
Clothing,South,726.9728005,52
Clothing,West,337.1241709,35
Electronics,North,846.6609385,86
Electronics,South,779.2884798,91
Clothing,North,570.9806524,57
Clothing,East,847.6379463,77
Food,East,277.2164495,35
Clothing,North,648.4909451,6
Clothing,East,587.7540074,7
Food,North,726.4464223,25
Books,East,273.7038561,62
Electronics,South,59.41149019,22
Electronics,East,879.0004371,92
Food,East,406.3872539,92
Books,West,552.4508724,6
Electronics,West,533.2958863,26
Food,North,562.0086457,24
Clothing,West,297.1274445,82
Books,North,62.87094228,7
Food,West,720.2708536,38
Books,West,900.7163259,86
Clothing,East,810.0921458,79
Food,North,919.0084837,10
Books,South,374.760657,71
Food,South,292.4802735,68
Electronics,West,331.8330495,5
Electronics,South,322.2188342,2
Electronics,East,88.32908524,71
Books,West,241.6374797,62
Books,South,451.8543587,18
Electronics,East,704.9580674,93
Food,North,973.824727,47
Books,West,975.024406,92
Electronics,South,472.3206003,25
Books,North,222.3080823,71
Clothing,East,306.0853041,28
Clothing,West,580.9973775,71
Clothing,West,81.30044266,61
Clothing,South,847.9427607,41
Food,East,36.27792831,91
Books,West,658.1230847,21
Clothing,North,246.9115789,70
Food,South,242.7330588,40
Books,South,354.9587988,41
Food,North,149.2377887,2
Clothing,South,514.7520238,39
Electronics,North,147.8630988,39
Books,South,400.9504157,12
Books,South,245.4929259,99
Electronics,North,48.54431142,37
Clothing,West,995.7156414,84
Electronics,North,746.1090934,51
Electronics,East,907.5804475,88
Food,South,835.4078182,86
Electronics,North,737.3233469,56
Clothing,South,540.3564591,61
Food,South,840.846917,90
Electronics,West,314.4641493,3
Food,West,98.9853437,90
Clothing,West,425.9857067,93
Electronics,East,116.8517514,10
Electronics,North,136.1502699,69
Clothing,North,143.5198366,78
Food,South,914.4483502,47
Books,East,745.5860678,83
Food,South,113.1686296,65
Food,East,315.5368683,30
Food,North,108.6254617,15
Books,North,706.0138825,38
Books,South,571.0785335,78
Electronics,South,11.45883879,9
Books,South,705.66834,73
Food,East,866.4161711,49
Food,East,838.5880854,68
Food,West,725.769893,2
Books,South,340.8218906,13
Electronics,North,115.7929161,70
Clothing,West,687.1123794,22
Clothing,South,969.085649,16
Books,West,250.2470434,61
Food,North,309.0747169,51
Books,North,453.0858034,43
Books,North,566.6356499,45
Food,South,592.7251175,79
Clothing,South,481.1963838,93
Books,North,830.5154146,37
Food,North,19.80354645,49
Clothing,West,798.3393777,69
Electronics,North,833.9724614,28
Food,South,918.4310988,76
Food,East,60.23467878,17
Clothing,North,413.1729516,8
Clothing,East,78.71411648,81
Electronics,West,6.128578502,51
Food,North,678.4153254,67
Clothing,North,280.036589,15
Books,West,917.1008094,8
Clothing,South,654.5282069,59
Food,West,215.7790669,87
Food,West,887.7905401,44
Food,East,764.4787773,84
Electronics,South,179.5416054,37
Books,West,955.5492199,72
Books,South,998.1774573,7
Food,East,661.445817,68
Clothing,North,114.3153675,76
Electronics,North,321.5067549,30
Electronics,South,425.8136978,53
Electronics,North,363.950121,41
Electronics,West,993.6654562,12
Electronics,South,166.1246562,82
Food,West,728.856595,49
Clothing,South,509.5001214,80
Electronics,South,276.985547,58
Food,South,82.84863202,47
Clothing,South,398.5837103,50
Books,South,217.043932,68
Clothing,North,782.0575173,58
Books,West,563.3186319,59
Food,East,364.5158274,46
Food,West,445.2042135,98
Food,South,404.2755297,53
Books,West,177.6200444,29
Electronics,West,952.7038282,3
Electronics,East,252.0375808,37
Clothing,East,835.8057736,53
Electronics,North,876.925625,50
Clothing,East,179.9043223,33
Food,West,729.1100533,46
Electronics,East,126.7109895,77
Electronics,East,315.5281052,18
Clothing,North,9.36567965,9
Clothing,North,899.8341084,69
Food,South,510.6945079,56
Clothing,West,581.0846534,52
Books,South,962.5535543,9
Electronics,West,458.5115285,40
Electronics,West,681.6163857,65
Books,West,553.570782,13
Food,North,815.7884951,57
Electronics,East,999.8435664,32
Food,East,897.2179897,64
Food,East,580.5153459,43
Clothing,South,73.92742153,2
Books,North,579.2429278,27
Clothing,North,657.144298,75
Clothing,West,701.9528583,85
Electronics,West,762.1937808,4
Clothing,South,762.470978,31
Clothing,West,167.8151561,25
Books,East,444.5012108,57
Books,North,942.7072432,8
Food,North,177.2020531,57
Clothing,North,771.4622382,31
Clothing,North,64.38603948,49
Electronics,North,70.40990974,9
Clothing,North,600.9603058,51
Food,East,838.4728973,39
Electronics,South,137.648233,78
Clothing,East,941.6465967,87
Books,East,942.0049999,57
Clothing,North,232.6354245,83
Food,North,568.4430463,18
Electronics,North,225.6437013,62
Food,North,850.8707011,26
Electronics,South,579.9239111,88
Clothing,South,203.8945161,43
Food,West,878.4008401,21
Clothing,South,572.1969682,81
Books,East,453.865707,96
Clothing,North,670.4327023,32
Electronics,South,753.6465916,44
Clothing,West,602.4641758,49
Clothing,North,802.3062835,28
Clothing,North,74.780679,22
Books,West,500.8318062,87
Electronics,South,81.88605393,35
Books,North,314.6195851,47
Electronics,North,9.918854703,38
Clothing,East,418.8497451,58
Electronics,North,834.8814581,1
Electronics,North,0.790003416,73
Clothing,West,446.9248863,35
Clothing,West,783.5985038,50
Food,South,316.9155953,97
Food,North,833.2093436,81
Books,North,635.8291046,8
Clothing,South,40.83836175,43
Books,West,826.5495025,45
Books,East,604.0268435,46
Electronics,West,141.7708328,46
Books,East,192.3950464,29
Clothing,North,493.9538541,75
Books,North,964.0339066,58
Clothing,East,386.1681476,15
Food,North,211.6437429,69
Clothing,South,550.5390609,25
Clothing,South,816.4876204,34
Books,North,664.0932043,55
Clothing,West,782.1326581,3
Electronics,East,824.6182135,22
Food,South,359.0839478,80
Clothing,East,382.593327,40
Books,West,399.2852378,25
Electronics,West,371.2741547,64
Books,South,940.2433778,92
Clothing,East,231.9432691,60
Clothing,East,861.992647,30
Books,North,120.9251393,42
Clothing,South,672.353412,92
Electronics,South,215.9087419,98
Books,North,732.6934169,65
Clothing,South,659.1158716,41
Books,North,17.91450377,55
Clothing,East,939.8757605,10
Electronics,North,998.3371331,43
Books,North,996.2814387,88
Food,North,478.5096591,57
Books,East,160.6574938,9
Food,East,593.6390309,5
Food,North,551.4888314,29
Food,West,474.0213326,6
Clothing,South,453.9706958,22
Clothing,East,424.2387704,75
Clothing,South,95.46721794,25
Books,South,968.0801465,40
Books,East,125.9973233,98
Electronics,West,919.1133014,70
Electronics,North,434.2758088,88
Clothing,East,687.4202196,44
Electronics,North,31.66831049,32
Books,East,737.9860891,98
Food,North,136.2631586,74
Food,North,121.9490186,26
Electronics,East,6.837477398,63
Electronics,West,514.8874996,80
Food,West,977.6295485,12
Food,North,288.7719289,38
Books,North,432.6579727,67
Electronics,East,691.2796152,73
Clothing,East,905.5888023,47
Books,North,346.6785381,35
Food,West,884.3195733,78
Clothing,North,457.7672095,44
Clothing,East,280.5167946,40
Books,North,218.0434232,80
Books,East,955.4316689,57
Food,North,551.3043134,65
Clothing,North,141.0795051,68
Clothing,West,269.760426,80
Clothing,South,116.3091689,39
Books,South,494.5594551,6
Food,North,323.2124865,55
Food,North,152.474737,22
Food,South,34.68033251,60
Electronics,North,316.1251128,85
Electronics,East,428.9766196,20
Electronics,East,542.8850267,40
Clothing,East,410.5879796,99
Clothing,East,969.2602837,42
Electronics,North,642.0395562,68
Books,South,664.4774557,86
Food,West,900.0054266,43
Electronics,North,714.5481034,37
Clothing,West,397.8667805,13
Electronics,East,643.5156401,14
Electronics,West,591.4407215,17
Food,South,85.58645649,40
Food,East,33.60319257,31
Clothing,West,65.56604345,25
Clothing,East,478.6283226,15
Electronics,South,411.9892643,3
Clothing,East,194.1267308,25
Books,East,355.5638957,48
Books,East,444.8462393,19
Books,East,306.7286359,40
Clothing,South,275.7276195,30
Food,West,412.1687996,12
Food,South,863.7655403,23
Electronics,South,368.6380489,27
Food,South,384.6252349,65
Food,South,279.4977477,14
Clothing,North,881.1933746,75
Electronics,East,178.8725492,5
Books,East,261.4403928,69
Books,West,442.7321788,53
Clothing,South,780.3948184,57
Electronics,North,889.8152079,25
Books,East,19.01382749,77
Electronics,West,211.8297657,88
Clothing,East,887.9778394,85
Food,North,292.5831075,69
Food,West,262.1589991,93
Clothing,North,333.7209619,20
Clothing,East,699.0025323,49
Books,South,953.2831715,54
Clothing,North,418.4736963,49
Food,North,413.7732563,82
Electronics,South,477.6203719,61
Food,East,884.2004357,78
Clothing,East,600.249545,37
Electronics,North,976.4562303,5
Books,South,501.5677447,21
Food,West,714.5533545,18
Food,East,97.59876645,21
Books,West,470.0848537,5
Food,West,473.9118177,17
Books,West,263.317303,4
Clothing,West,200.2854386,21
Electronics,West,501.6912518,62
Books,North,667.340455,77
Clothing,West,455.7787347,66
Electronics,South,518.6701692,49
Food,West,273.4733071,54
Books,East,184.9561155,72
Clothing,North,504.2305314,34
Electronics,South,420.0354581,87
Electronics,West,154.8206704,80
Clothing,North,664.3735211,22
Books,South,706.5276308,36
Food,South,893.9188428,37
Electronics,North,191.2821194,41
Books,North,216.0793727,65
Food,East,261.1302171,85
Clothing,East,941.9934562,40
Electronics,North,832.8227843,62
Electronics,East,922.8905571,1
Electronics,West,963.4224769,82
Food,North,767.6509444,49
Clothing,East,438.3151312,77
Food,South,586.7254229,18
Food,West,912.054753,17
Food,West,631.8619625,54
Books,West,877.0945815,87
Books,North,867.9760217,7
Books,East,264.6763318,48
Clothing,West,115.04854,78
Food,North,697.1375864,71
Food,South,706.726942,6
Electronics,North,888.1772169,26
Books,North,469.1527617,91
Electronics,South,966.919923,29
Food,West,139.0982421,43
Clothing,West,676.2078077,30
Electronics,South,92.14017715,3
Food,West,26.12374747,80
Food,North,256.9882475,15
Books,West,161.2880966,60
Books,South,407.3436066,91
Books,West,543.5162998,62
Books,South,726.7427256,19
Food,East,150.7679572,18
Clothing,North,96.99023115,50
Clothing,East,195.0644777,57
Food,North,472.4331628,69
Books,North,559.0579681,21
Food,West,715.5019015,49
Books,West,928.5465248,20
Clothing,East,376.5289154,9
Books,North,317.2468639,49
Clothing,West,312.8806023,6
Food,West,534.7655355,83
Clothing,East,331.0673756,38
Clothing,North,992.6961726,2
Clothing,East,288.1872382,73
Electronics,North,38.05354699,7
Electronics,East,891.376269,93
Electronics,South,700.4035303,58
Electronics,West,203.6353839,33
Electronics,North,741.2315387,15
Food,West,28.13302199,39
Clothing,West,428.4178212,22
Electronics,South,722.4455397,75
Clothing,South,898.8904342,14
Books,North,330.7421171,58
Electronics,South,475.1606989,76
Clothing,East,235.4558196,68
Food,West,462.4954695,60
Books,North,983.2729167,7
Books,East,603.8341458,25
Clothing,North,5.277767376,50
Clothing,West,677.6061004,82
Electronics,East,326.0439145,1
Books,West,982.2129488,8
Books,South,338.2225419,14
Clothing,North,19.05770196,63
Clothing,South,148.1392594,57
Food,East,297.7414395,30
Food,North,120.0803395,20
Food,South,418.4384494,89
Electronics,West,870.6322094,58
Books,West,101.285198,61
Electronics,West,878.8580244,48
Books,South,682.4460586,66
Books,South,693.3058371,91
Books,East,44.74902517,33
Clothing,South,910.5813414,63
Books,South,948.6818018,86
Food,North,529.0517065,80
Books,North,570.4872379,20
Food,North,712.8608446,4
Electronics,North,290.5422287,45
Books,West,655.6942272,91
Electronics,North,7.377803386,89
Electronics,North,329.5185453,26
Electronics,East,845.6625608,34
Food,North,897.8772897,38
Food,North,246.6608193,68
Books,East,524.9079352,35
Food,North,353.0148333,64
Food,West,762.7815745,36
Books,East,50.6260963,70
Books,South,300.9565818,91
Electronics,East,186.7603038,45
Clothing,East,764.5281987,54
Food,East,771.3060013,13
Clothing,West,295.8704077,97
Clothing,East,258.4801347,29
Books,West,660.2664135,13
Food,West,33.3854513,89
Books,West,336.7232214,42
Clothing,South,498.889883,47
Books,North,131.0491653,68
Food,North,338.061786,8
Clothing,West,506.6367669,58
Electronics,South,158.2213786,91
Books,North,433.8215804,92
Clothing,East,716.0550774,14
Clothing,East,435.7192575,65
Books,West,766.5514262,42
Clothing,West,30.26816581,62
Clothing,West,727.31027,1
Electronics,North,315.0147951,71
Food,South,215.9210895,23
Books,North,478.1050845,88
Clothing,West,30.32938243,40
Electronics,South,753.5233867,59
Food,West,445.8073245,64
Clothing,East,96.99475246,32
Clothing,East,24.70038515,71
Books,South,126.3113261,59
Food,East,808.1968538,82
Books,West,630.3674774,46
Food,East,99.00643065,39
Books,East,695.1727724,15
Food,East,613.5897011,33
Electronics,West,264.9020482,77
Electronics,South,59.49777912,2
Books,East,132.1466078,77
Books,East,285.6499182,47
Food,West,376.7796978,52
Electronics,North,821.8027133,67
Food,South,137.053359,28
Electronics,North,595.1334687,36
Food,West,730.6734821,55
Books,West,784.226133,4
Food,East,943.8098747,80
Food,South,394.1225241,48
Electronics,North,228.037963,34
Electronics,South,457.3136003,17
Clothing,East,531.9724231,80
Electronics,North,885.4607923,47
Clothing,East,523.7089235,76
Food,West,788.8113088,10
Books,West,850.5940056,11
Clothing,North,734.7415515,68
Books,East,793.6460132,54
Clothing,South,649.5128068,7
Food,North,318.2140231,77
Books,East,87.55463069,49
Books,North,819.7004772,8
Clothing,East,233.3144304,21
Books,West,755.126323,96
Food,North,823.7402476,79
Clothing,West,237.9693779,10
Clothing,South,682.6157713,44
Books,East,651.5957488,60
Books,North,303.6734063,49
Clothing,North,716.9849028,96
Food,North,447.1358462,88
Food,North,555.0404195,30
Clothing,South,223.9014664,49
Books,South,219.6765089,96
Books,North,387.2468984,17
Clothing,West,315.7345344,17
Clothing,East,522.731461,56
Clothing,West,722.5550657,84
Clothing,South,982.8872473,85
Clothing,West,66.27197832,7
Clothing,East,697.0394437,51
Books,East,712.5740945,91
Electronics,West,792.4949437,79
Clothing,North,98.91210897,10
Clothing,West,672.0934129,28
Food,West,287.5782405,39
Clothing,South,222.3481554,88
Books,West,922.7993857,26
Books,East,127.8794913,18
Books,East,886.5524929,37
Clothing,East,741.6143391,46
Food,South,272.3956964,76
Clothing,West,454.4782787,92
Books,North,968.6054806,69
Clothing,East,174.9119276,87
Clothing,West,640.7662001,61
Books,East,974.9542231,74
Electronics,South,227.4756652,5
Food,East,217.744769,15
Books,East,858.2000744,7
Electronics,West,746.0273132,80
Books,South,387.8117379,4
Books,North,994.9651065,50
Electronics,South,332.2042864,37
Clothing,West,940.2567878,59
Books,West,728.7494848,13
Books,West,839.2884847,97
Books,West,824.4937166,45
Food,South,576.4942467,35
Books,North,385.9572113,58
Food,West,909.2811604,53
Books,West,45.5878703,87
Books,South,425.4227491,51
Books,South,479.3417879,46
Food,East,301.7307901,40
Books,South,280.7439565,5
Electronics,East,371.4852826,22
Books,West,405.6960264,70
Food,North,258.8640469,22
Clothing,East,716.6518436,7
Clothing,North,114.0525868,49
Clothing,South,878.7950716,53
Electronics,South,45.15969175,94
Electronics,East,420.0745263,6
Clothing,South,784.946394,5
Electronics,South,449.0417008,45
Electronics,South,449.4130069,82
Electronics,East,334.4043734,29
Electronics,South,231.8640975,9
Books,North,728.6902177,12
Electronics,East,853.9901112,56
Food,North,225.0497628,15
Electronics,East,604.8922114,16
Books,East,434.5311287,71
Books,West,884.2942262,53
Clothing,South,50.5161291,31
Electronics,North,966.8503631,9
Clothing,West,0.867613548,74
Food,East,227.1332245,40
Electronics,South,37.76936237,62
Books,North,459.4856394,31
Books,West,184.078678,16
Clothing,South,909.9898032,36
Food,East,945.277664,47
Clothing,West,263.8674156,65
Books,North,212.4112006,3
Clothing,East,53.45745081,51
Food,South,192.5111568,16
Electronics,East,883.2953965,80
Books,East,749.9125291,73
Food,East,535.7962414,52
Food,West,896.7986655,40
Books,East,905.6088232,92
Clothing,West,355.7206524,69
Food,East,145.7215654,52
Books,East,220.247747,88
Electronics,North,405.3292923,84
Food,East,750.0641827,76
Food,North,498.5500609,10
Food,East,741.130031,99
Food,West,453.6270464,78
Electronics,West,453.051654,18
Food,North,625.3179754,16
Food,West,227.9083819,16
Clothing,South,899.1976244,49
Food,West,314.3240022,16
Electronics,West,715.490692,19
Food,North,488.5120227,69
Electronics,West,767.3404006,24
Clothing,North,399.3899999,41
Electronics,East,312.5945219,30
Electronics,West,913.4923717,24
Electronics,East,877.5603453,79
Clothing,East,945.3772704,76
Electronics,North,781.902569,80
Electronics,West,982.5692452,56
Clothing,South,827.3000853,13
Clothing,West,155.9769716,49
Electronics,South,697.971403,97
Clothing,North,359.5737262,9
Books,East,138.6700942,5
Food,South,815.8991299,40
Electronics,East,170.6452759,98
Clothing,West,3.644066805,18
Books,North,671.3072644,72
Clothing,East,526.0465333,46
Clothing,North,578.2329761,28
Clothing,South,7.14200217,67
Books,South,736.5319989,60
Electronics,South,624.7216643,4
Books,East,833.6415954,32
Food,North,453.4903729,72
Food,East,539.9077057,92
Books,East,998.1752139,40
Clothing,West,796.170897,1
Electronics,North,775.0767917,24
Electronics,East,553.4162292,3
Food,South,158.4899323,87
Books,North,975.168145,75
Electronics,South,129.4301394,27
Clothing,South,495.1959588,57
Clothing,North,850.8733731,53
Books,North,929.9968184,39
Food,South,251.8243478,50
Books,West,677.0041671,57
Food,West,963.371423,66
Food,South,604.8422351,58
Food,South,755.9903226,86
Books,East,933.3131001,74
Food,South,6.113327558,7
Electronics,East,291.1346185,56
Clothing,South,210.2988693,18
Electronics,South,12.94389764,58
Clothing,North,663.8004534,86
Food,South,356.6556371,42
Food,West,283.8212519,9
Electronics,West,971.9736272,94
Books,South,874.3399236,93
Clothing,East,322.1749757,30
Food,West,992.2510466,71
Clothing,East,132.0919226,74
Food,North,842.6749539,90
Books,East,5.226228006,2
Electronics,South,143.8290969,73
Electronics,South,529.1034592,57
Clothing,North,365.2993541,36
Clothing,South,5.149279294,74
Clothing,North,987.9516632,42
Electronics,East,854.3113504,45
Books,West,999.433975,31
Electronics,West,846.8853798,39
Clothing,North,62.23964744,22
Electronics,West,944.6640493,36
Food,East,62.53175495,63
Electronics,West,508.786084,39
Food,West,323.3844695,39
Clothing,North,82.06736796,39
Electronics,North,486.8796334,36
Electronics,South,665.048747,57
Clothing,East,715.0363782,84
Food,West,62.72629364,53
Books,North,461.5420314,38
Books,North,167.4414949,22
Clothing,South,95.67782568,6
Books,North,106.840495,42
Clothing,North,675.9199333,23
Electronics,East,175.7589537,3
Food,South,295.6967627,74
Food,West,888.7841216,82
Clothing,West,129.0560321,75
Food,West,548.6703973,77
Clothing,West,661.4628453,96
Electronics,South,177.780106,26
Food,North,918.2813785,4
Food,South,752.7358244,80
Food,North,146.8363034,12
Clothing,West,576.5107749,10
Food,East,38.71480839,56
Electronics,West,353.2821599,84
Clothing,East,823.0667982,71
Clothing,South,407.4959903,91
Food,West,772.306734,31
Clothing,South,206.6275131,8
Food,North,390.3014022,29
Food,West,138.3829941,65
Books,South,797.5099519,10
Books,North,856.3449841,59
Clothing,West,600.2372511,90
Food,North,962.5015496,71
Food,West,672.2846452,88
Food,West,823.6229049,38
Food,North,868.6083532,37
Food,West,425.889362,50
Food,East,902.3493903,6
Food,North,768.3826041,62
Food,East,418.9926963,67
Clothing,West,930.0369662,45
Food,East,956.6978484,53
Food,West,633.9336239,84
Clothing,East,177.2131779,31
Food,North,69.32297175,90
Electronics,North,849.6914711,16
Electronics,West,655.8053877,66
Books,East,921.674224,70
Clothing,North,770.0014399,43
Electronics,North,630.2117084,8
Electronics,West,755.2072921,5
Electronics,North,437.6801199,84
Clothing,South,653.0146243,35
Books,West,767.6710968,28
Books,West,996.3664721,33
Electronics,West,856.6860629,84
Electronics,South,246.516322,74
Clothing,South,69.0888142,31
Books,West,564.2016478,66
Electronics,North,236.5381864,32
Clothing,East,993.0959219,45
Electronics,East,360.4666138,3
Electronics,East,208.4217396,79
Electronics,West,179.6602959,70
Clothing,West,131.8705484,12
Electronics,West,117.6553145,84
Books,East,878.8696945,86
Clothing,East,135.4828149,98
Clothing,West,496.5221916,71
Books,West,933.1173247,62
Books,East,174.9458403,6
Food,South,69.74735693,74
Food,North,200.4899564,46
Clothing,West,692.2563826,24
Books,South,413.201124,77
Clothing,East,153.3913509,65
Food,South,109.110135,70
Food,West,760.8588749,67
Clothing,West,307.8890871,52
Clothing,East,245.4854889,92
Food,East,708.2399586,84
Books,West,429.2178841,3
Food,South,631.579636,70
Clothing,South,236.9540883,66
Food,South,223.2964402,94
Clothing,North,738.1322137,36
Clothing,East,829.2181434,86
Books,South,272.912555,75
Clothing,East,862.5398878,96
Electronics,North,42.79465158,54
Food,South,952.1888066,39
Food,East,992.5429522,11
Books,East,55.9779716,13
Books,West,622.0962885,8
Clothing,West,519.8590291,86
Books,East,785.3937257,45
Electronics,West,661.3453178,87
Electronics,South,656.1317243,8
Electronics,West,79.15164168,55
Books,North,954.1069114,55
Books,South,128.8629813,37
Food,North,649.5165697,7
Books,West,677.4749315,94
Electronics,South,85.85461191,40
Books,West,391.9635596,56
Clothing,West,134.7341436,91
Books,West,33.46886243,61
Clothing,North,997.0821764,83
Electronics,East,5.817241609,83
Clothing,South,87.49083201,7
Food,North,654.3123254,47
Clothing,West,211.5619704,9
Electronics,South,165.274122,37
Food,South,870.9152413,50
Clothing,East,760.493594,65
Food,West,367.3900154,74
Food,West,929.9033112,6
Electronics,South,194.9467253,66
Clothing,West,48.32364327,8
Food,North,857.4460814,47
Electronics,West,262.1099552,18
Books,South,983.1567275,80
Electronics,South,725.0174352,7
Books,North,129.7513653,48
Clothing,South,704.5632666,4
Clothing,West,5.399985733,59
Clothing,West,162.2334235,99
Electronics,North,167.2261657,70
Food,South,900.4289394,66
Food,West,114.161679,91
Electronics,East,711.143479,52
Electronics,North,112.7086002,77
Food,West,310.900963,11
Clothing,West,994.9816549,29
Food,South,569.7634273,41
Electronics,East,591.3730354,82
Food,North,854.6082157,53
Electronics,North,627.4707644,53
Clothing,East,513.4739877,71
Electronics,South,799.6260998,18
Food,North,50.20767817,94
Books,West,647.4665919,41
Clothing,West,380.6270864,56
Electronics,West,880.7650666,57
Books,North,495.7813531,97
Electronics,East,500.9505301,85
Electronics,South,683.6838667,57
Clothing,East,49.83272204,41
Books,North,799.4717605,48
Books,West,895.2824612,62
Clothing,East,676.0694474,37
Food,East,676.1276883,10
Clothing,North,212.2588032,91
Books,South,277.3136373,94
Electronics,East,690.479986,61
Electronics,South,253.2894078,48
Clothing,North,766.1046449,92
Food,North,242.8277116,52
Electronics,South,908.8026091,8
Books,North,785.2792255,45
Books,East,377.9304979,67
Books,North,563.5022521,11
Electronics,North,573.893477,39
Food,West,486.1139458,24
Food,North,646.7721228,4
Books,South,782.8691869,23
Books,East,899.6598521,95
Electronics,North,710.6109222,19
Electronics,South,708.8159876,20
Clothing,East,924.3189415,39
Electronics,South,283.5115483,74
Books,North,880.4955566,18
Food,North,942.1229779,31
Electronics,West,213.400271,78
Clothing,East,755.9542758,74
Electronics,South,834.7015817,31
Food,South,433.7974858,99
Electronics,West,613.066321,73
Electronics,North,613.9180591,43
Food,South,635.204179,32
Clothing,West,2.453390579,43
Clothing,West,569.6479342,63
Food,West,741.7220626,99
Books,South,683.2584017,47
Food,North,743.0590286,18
Books,South,266.1642497,11
Clothing,South,609.7613672,73
Clothing,South,566.5425154,49
Books,East,470.4272965,4
Clothing,East,130.9366707,19
Books,East,513.6002628,5
Clothing,East,586.3094085,13
Books,North,171.5364872,4
Food,North,987.96845,81
Food,East,55.65803931,14
Clothing,South,653.2942215,39
Food,East,776.5116192,26
Electronics,South,804.1117107,98
Books,South,860.7956148,30
Clothing,North,853.3833346,89
Electronics,South,186.881146,23
Food,South,446.9641311,50
Electronics,West,924.9145294,5
Clothing,West,606.3339059,10
Electronics,South,467.9931084,23
Clothing,South,356.8350195,53
Food,East,918.4280312,93
Food,West,599.7195476,67
Electronics,West,249.5082724,88
Books,East,752.0876363,89
Food,East,8.922991211,18
Electronics,North,713.6257473,4
Food,East,462.4022998,14
Electronics,East,593.5751894,31
Books,North,442.1165447,86
Clothing,West,550.3832705,48
Food,West,785.5317977,90
Electronics,West,823.3108176,60
Electronics,East,732.7315513,54
Clothing,South,649.0062777,42
Books,West,409.3386015,37
Electronics,East,633.8948503,39
Electronics,South,652.1336111,88
Electronics,North,549.1202955,57
Books,South,482.5483938,86
Electronics,North,838.8455761,60
Books,North,823.586256,13
Food,North,988.5807416,85
Food,West,700.6274466,99
Electronics,West,213.5522475,40
Electronics,North,358.8098757,90
Food,South,281.8679439,30
Clothing,West,70.43800057,18
Books,South,850.9044956,20
Clothing,West,987.5474433,66
Clothing,South,543.4024028,42
Food,West,22.635464,8
Electronics,South,364.7509298,61
Electronics,East,676.476262,42
Clothing,East,233.9431706,8
Food,South,213.3102035,14
Clothing,South,327.5169606,61
Food,West,844.9369333,51
Electronics,East,582.1386556,9
Electronics,North,116.0501058,46
Food,North,14.40536104,87
Books,South,63.27919317,75
Electronics,West,598.3086345,86
Books,South,112.2472001,87
Clothing,South,279.6726363,67
Electronics,North,802.2091449,26
Books,East,445.8768831,57
Clothing,West,207.1725437,53
Food,West,446.9445849,59
Food,West,2.564187504,66
Food,North,437.0332163,74
Electronics,East,589.75829,95
Food,West,892.6190956,61
Books,East,376.1007047,83
Electronics,South,833.6149905,2
Food,West,820.2995333,99
Clothing,South,941.6010596,44
Clothing,North,676.166282,74
Books,West,891.7812295,12
Electronics,East,223.9507931,37
Books,North,353.8154721,90
Books,East,539.706424,81
Electronics,North,604.1284021,73
Food,South,270.8918177,27
Books,East,946.8199641,57
Electronics,West,515.2143851,10
Electronics,West,641.031286,63
Books,North,549.7362946,18
Clothing,West,825.6494592,98
Electronics,North,771.2916951,53
Food,North,572.0140845,2
Food,North,881.8513669,69
Books,South,461.6068811,57
Electronics,North,326.8191399,52
Food,West,842.5368325,60
Clothing,South,845.5152343,12
Food,West,756.1212327,31
Electronics,West,890.957941,39
Clothing,South,628.3202322,32
Electronics,South,961.7151577,90
Food,South,983.8865204,79
Electronics,North,618.4401592,35
Clothing,West,363.1520629,5
Electronics,East,487.2014538,19
Clothing,North,985.1216745,57
Food,North,227.822471,79
Electronics,East,15.83137526,15
Electronics,West,917.061285,23
Books,South,183.2948287,33
Electronics,West,388.6378698,52
Books,North,486.0052544,34
Food,North,82.22423325,34
Clothing,West,159.988063,90
Clothing,North,807.5772097,34
Food,South,353.4655072,11
Electronics,West,391.6346544,61
Clothing,West,692.6642308,2
Clothing,South,779.5843478,4
Books,East,187.0363017,93
Food,East,416.0717343,79
Clothing,North,491.7359436,20
Books,South,776.9337915,23
Books,North,576.6584668,30
Books,West,533.271115,94
Books,North,657.2441424,39
Books,West,83.70086789,71
Clothing,West,246.3759271,86
Books,East,831.5447507,67
Electronics,West,98.03739779,33
Electronics,South,406.2600129,97
Books,South,770.7037805,3
Books,North,652.655379,60
Books,North,716.7789153,5
Electronics,South,173.0678428,20
Books,North,767.5002791,71
Books,South,590.9082441,70
Books,North,536.0195644,90
Electronics,South,770.4560041,28
Clothing,South,877.8787659,7
Food,South,666.7383901,28
Books,North,8.104180776,13
Food,South,294.479478,79
Electronics,South,122.7959529,35
Books,East,913.2784872,3
Books,North,784.0365599,50
Clothing,North,592.1737261,62
Food,East,327.8745723,9
Books,East,837.5638006,39
Food,West,582.2109648,19
Food,South,77.38333179,81
Clothing,East,743.8968454,35
Electronics,West,584.4559952,88
Electronics,East,117.66784,60
Clothing,South,979.4832532,49
Clothing,West,598.6328728,51
Books,North,390.7335575,74
